Rodada;Hora;DataPartida;DiaSemana;Ano;Arena;TimeCasa;GolCasa;TimeVisitante;GolVisitante;FinalCasa;FinalVisitante
24;16h00;07/09/2005 ; quarta;2005;boca do jacare;brasiliense  ;1;  atleticoMg;2;d;v
24;16h00;07/09/2005 ; quarta;2005;orlando scarpelli;figueirense  ;3;  goias;0;v;d
24;18h10;07/09/2005 ; quarta;2005;alfredo jaconi;juventude  ;2;  parana;0;v;d
24;21h45;07/09/2005 ; quarta;2005;mineirao;cruzeiro  ;2;  fluminense;6;d;v
24;21h45;07/09/2005 ; quarta;2005;arena da baixada; athleticoPr  ;3;  santos;3;e;e
24;21h45;07/09/2005 ; quarta;2005;mangueirao;paysandu  ;2;  ponte preta;2;e;e
24;20h30;08/09/2005 ; quinta;2005;luso brasileiro;flamengo  ;1;  internacional;1;e;e
24;20h30;08/09/2005 ; quinta;2005;parque antartica;palmeiras  ;1;  coritiba;1;e;e
25;16h00;10/09/2005 ; sabado;2005;anacleto campanella;sao caetano  ;1;  paysandu;2;d;v
25;16h00;10/09/2005 ; sabado;2005;raulino de oliveira;fluminense  ;3;  brasiliense;0;v;d
25;16h00;10/09/2005 ; sabado;2005;serra dourada;goias  ;1;  cruzeiro;0;v;d
25;16h00;11/09/2005 ; domingo;2005;vila belmiro;santos  ;0;  flamengo;0;e;e
25;16h00;11/09/2005 ; domingo;2005;beira rio;internacional  ;3;  figueirense;0;v;d
25;16h00;11/09/2005 ; domingo;2005;sao januario;vasco  ;5;  juventude;2;v;d
25;16h00;11/09/2005 ; domingo;2005;williedavids;parana  ;1;  palmeiras;3;d;v
25;16h00;11/09/2005 ; domingo;2005;pacaembu;corinthians  ;2;  athleticoPr;0;v;d
25;18h10;11/09/2005 ; domingo;2005;moises lucarelli;ponte preta  ;2;  fortaleza;1;v;d
25;18h10;11/09/2005 ; domingo;2005;couto pereira;coritiba  ;1;  sao paulo;4;d;v
25;18h10;11/09/2005 ; domingo;2005;independencia*(pf);atleticoMg  ;0;  botafogo;2;d;v
26;16h00;17/09/2005 ; sabado;2005;moises lucarelli;ponte preta  ;1;  parana;0;v;d
26;17h00;17/09/2005 ; sabado;2005;mangueirao;paysandu  ;3;  juventude;0;v;d
26;18h10;17/09/2005 ; sabado;2005;parque antartica;palmeiras  ;2;  cruzeiro;1;v;d
26;18h10;17/09/2005 ; sabado;2005;luso brasileiro;flamengo  ;2;  sao caetano;0;v;d
26;16h00;18/09/2005 ; domingo;2005;morumbi;sao paulo  ;4;  vasco;2;v;d
26;16h00;18/09/2005 ; domingo;2005;boca do jacare;brasiliense  ;0;  fortaleza;2;d;v
26;16h00;18/09/2005 ; domingo;2005;beira rio;internacional  ;3;  athleticoPr;2;v;d
26;16h00;18/09/2005 ; domingo;2005;orlando scarpelli;figueirense  ;2;  corinthians;3;d;v
26;16h00;18/09/2005 ; domingo;2005;luso brasileiro;botafogo  ;3;  goias;1;v;d
26;18h10;18/09/2005 ; domingo;2005;couto pereira;coritiba  ;0;  fluminense;0;e;e
26;18h10;18/09/2005 ; domingo;2005;mineirao;atleticoMg  ;3;  santos;0;v;d
27;19h30;21/09/2005 ; quarta;2005;anacleto campanella;sao caetano  ;0;  figueirense;1;d;v
27;19h30;21/09/2005 ; quarta;2005;castelao;fortaleza  ;1;  internacional;2;d;v
27;20h30;21/09/2005 ; quarta;2005;serra dourada;goias  ;4;  paysandu;1;v;d
27;20h30;21/09/2005 ; quarta;2005;pinheirao;parana  ;4;  brasiliense;1;v;d
27;21h45;21/09/2005 ; quarta;2005;vila belmiro;santos  ;2;  palmeiras;1;v;d
27;21h45;21/09/2005 ; quarta;2005;mineirao;cruzeiro  ;2;  sao paulo;3;d;v
27;21h45;21/09/2005 ; quarta;2005;raulino de oliveira;fluminense  ;2;  flamengo;2;e;e
27;20h30;22/09/2005 ; quinta;2005;alfredo jaconi;juventude  ;0;  coritiba;0;e;e
27;20h30;22/09/2005 ; quinta;2005;sao januario;vasco  ;0;  ponte preta;0;e;e
27;20h30;22/09/2005 ; quinta;2005;pacaembu;corinthians  ;1;  atleticoMg;1;e;e
27;20h30;22/09/2005 ; quinta;2005;arena da baixada; athleticoPr  ;2;  botafogo;0;v;d
28;16h00;24/09/2005 ; sabado;2005;morumbi;sao paulo  ;4;  paysandu;1;v;d
28;16h00;24/09/2005 ; sabado;2005;boca do jacare;brasiliense  ;1;  sao caetano;1;e;e
28;17h00;24/09/2005 ; sabado;2005;castelao;fortaleza  ;2;  parana;2;e;e
28;16h00;25/09/2005 ; domingo;2005;alfredo jaconi;juventude  ;0;  botafogo;0;e;e
28;16h00;25/09/2005 ; domingo;2005;orlando scarpelli;figueirense  ;2;  athleticoPr;0;v;d
28;16h00;25/09/2005 ; domingo;2005;moises lucarelli;ponte preta  ;2;  cruzeiro;3;d;v
28;16h00;25/09/2005 ; domingo;2005;couto pereira;coritiba  ;2;  vasco;0;v;d
28;16h00;25/09/2005 ; domingo;2005;luso brasileiro;flamengo  ;1;  corinthians;3;d;v
28;18h10;25/09/2005 ; domingo;2005;parque antartica;palmeiras  ;3;  goias;1;v;d
28;18h10;25/09/2005 ; domingo;2005;raulino de oliveira;fluminense  ;4;  santos;3;v;d
28;18h10;25/09/2005 ; domingo;2005;mineirao;atleticoMg  ;1;  internacional;1;e;e
29;16h00;01/10/2005 ; sabado;2005;pinheirao;parana  ;3;  coritiba;2;v;d
29;16h00;01/10/2005 ; sabado;2005;serra dourada;goias  ;4;  ponte preta;1;v;d
29;16h00;01/10/2005 ; sabado;2005;mineirao;cruzeiro  ;2;  juventude;0;v;d
29;17h00;01/10/2005 ; sabado;2005;curuzu*(pf);paysandu  ;3;  figueirense;1;v;d
29;18h10;01/10/2005 ; sabado;2005;anacleto campanella;sao caetano  ;3;  atleticoMg;1;v;d
29;18h10;01/10/2005 ; sabado;2005;vila belmiro;santos  ;0;  fortaleza;0;e;e
29;16h00;02/10/2005 ; domingo;2005;beira rio;internacional  ;2;  fluminense;2;e;e
29;16h00;02/10/2005 ; domingo;2005;sao januario;vasco  ;0;  palmeiras;0;e;e
29;16h00;02/10/2005 ; domingo;2005;pacaembu;corinthians  ;3;  brasiliense;2;v;d
29;18h10;02/10/2005 ; domingo;2005;luso brasileiro;botafogo  ;1;  sao paulo;1;e;e
29;18h10;02/10/2005 ; domingo;2005;arena da baixada; athleticoPr  ;2;  flamengo;0;v;d
30;20h30;04/10/2005 ; terca;2005;vila belmiro;santos  ;2;  sao caetano;0;v;d
30;20h30;04/10/2005 ; terca;2005;moises lucarelli;ponte preta  ;3;  juventude;2;v;d
30;20h30;04/10/2005 ; terca;2005;couto pereira;coritiba  ;0;  goias;2;d;v
30;20h30;04/10/2005 ; terca;2005;mineirao;atleticoMg  ;0;  parana;1;d;v
30;19h30;05/10/2005 ; quarta;2005;orlando scarpelli;figueirense  ;1;  botafogo;0;v;d
30;20h30;05/10/2005 ; quarta;2005;castelao;fortaleza  ;1;  athleticoPr;4;d;v
30;20h30;05/10/2005 ; quarta;2005;sao januario;vasco  ;3;  cruzeiro;3;e;e
30;20h30;05/10/2005 ; quarta;2005;parque antartica;palmeiras  ;5;  paysandu;3;v;d
30;21h50;05/10/2005 ; quarta;2005;boca do jacare;brasiliense  ;2;  flamengo;3;d;v
30;21h50;05/10/2005 ; quarta;2005;raulino de oliveira;fluminense  ;0;  corinthians;2;d;v
30;21h50;05/10/2005 ; quarta;2005;beira rio;internacional  ;3;  sao paulo;0;v;d
31;16h00;08/10/2005 ; sabado;2005;luso brasileiro;botafogo  ;1;  palmeiras;2;d;v
31;16h00;08/10/2005 ; sabado;2005;pacaembu;corinthians  ;3;  fortaleza;0;v;d
31;16h00;08/10/2005 ; sabado;2005;pinheirao;parana  ;6;  fluminense;1;v;d
31;18h10;08/10/2005 ; sabado;2005;alfredo jaconi;juventude  ;3;  santos;1;v;d
31;18h10;08/10/2005 ; sabado;2005;serra dourada;goias  ;4;  vasco;3;v;d
31;18h10;08/10/2005 ; sabado;2005;mineirao;cruzeiro  ;4;  figueirense;0;v;d
31;20h30;11/10/2005 ; terca;2005;anacleto campanella;sao caetano  ;1;  internacional;1;e;e
31;20h30;11/10/2005 ; terca;2005;morumbi;sao paulo  ;3;  ponte preta;2;v;d
31;20h30;11/10/2005 ; terca;2005;luso brasileiro;flamengo  ;1;  atleticoMg;2;d;v
31;20h30;11/10/2005 ; terca;2005;arena da baixada; athleticoPr  ;4;  brasiliense;0;v;d
31;20h30;11/10/2005 ; terca;2005;curuzu*(pf);paysandu  ;2;  coritiba;1;v;d
18;16h00;12/10/2005 ; quarta;2005;sao januario;vasco  ;3;  figueirense;3;e;e
19;16h00;12/10/2005 ; quarta;2005;mineirao;cruzeiro  ;2;  botafogo;2;e;e
20;16h00;12/10/2005 ; quarta;2005;alfredo jaconi;juventude  ;3;  fluminense;4;d;v
16;20h30;13/10/2005 ; quinta;2005;vila belmiro;santos  ;2;  corinthians;3;d;v
32;16h00;15/10/2005 ; sabado;2005;raulino de oliveira;fluminense  ;3;  botafogo;2;v;d
32;16h00;15/10/2005 ; sabado;2005;castelao;fortaleza  ;1;  paysandu;2;d;v
32;16h00;15/10/2005 ; sabado;2005;boca do jacare;brasiliense  ;1;  juventude;0;v;d
32;18h10;15/10/2005 ; sabado;2005;orlando scarpelli;figueirense  ;2;  parana;0;v;d
32;18h10;15/10/2005 ; sabado;2005;couto pereira;coritiba  ;1;  athleticoPr;2;d;v
32;16h00;16/10/2005 ; domingo;2005;beira rio;internacional  ;3;  vasco;1;v;d
32;16h00;16/10/2005 ; domingo;2005;morumbi;palmeiras  ;1;  corinthians;1;e;e
32;16h00;16/10/2005 ; domingo;2005;mineirao;atleticoMg  ;0;  cruzeiro;1;d;v
32;16h00;16/10/2005 ; domingo;2005;luso brasileiro;flamengo  ;1;  sao paulo;6;d;v
32;18h10;16/10/2005 ; domingo;2005;vila belmiro;santos  ;1;  goias;1;e;e
32;18h10;16/10/2005 ; domingo;2005;moises lucarelli;ponte preta  ;1;  sao caetano;2;d;v
3;20h30;19/10/2005 ; quarta;2005;sao januario;vasco  ;1;  botafogo;0;v;d
10;21h50;19/10/2005 ; quarta;2005;moises lucarelli;pontepreta  ;2;  saopaulo;0;v;d
12;21h50;19/10/2005 ; quarta;2005;mangueirao;paysandu  ;4;  cruzeiro;1;v;d
14;20h30;19/10/2005 ; quarta;2005;alfredo jaconi;juventude  ;2;  figueirense;2;e;e
33;20h30;21/10/2005 ; sexta;2005;boca do jacare;brasiliense  ;1;  goias;2;d;v
33;20h30;21/10/2005 ; sexta;2005;anacleto campanella;sao caetano  ;2;  fluminense;2;e;e
33;16h00;22/10/2005 ; sabado;2005;sao januario;vasco  ;2;  flamengo;1;v;d
33;16h00;22/10/2005 ; sabado;2005;pacaembu;corinthians  ;1;  parana;0;v;d
33;16h00;22/10/2005 ; sabado;2005;castelao;fortaleza  ;1;  palmeiras;1;e;e
33;16h00;22/10/2005 ; sabado;2005;arena da baixada; athleticoPr  ;2;  atleticoMg;0;v;d
33;18h10;22/10/2005 ; sabado;2005;alfredo jaconi;juventude  ;2;  internacional;1;v;d
33;18h10;22/10/2005 ; sabado;2005;mineirao;cruzeiro  ;4;  paysandu;3;v;d
33;18h10;22/10/2005 ; sabado;2005;orlando scarpelli;figueirense  ;4;  ponte preta;0;v;d
33;20h30;22/10/2005 ; sabado;2005;luso brasileiro;botafogo  ;2;  coritiba;0;v;d
33;20h30;22/10/2005 ; sabado;2005;morumbi;sao paulo  ;1;  santos;2;d;v
24;20h30;24/10/2005 ; segunda;2005;morumbi;saopaulo  ;1;  corinthians;1;e;e
25;20h30;24/10/2005 ; segunda;2005;raulino de oliveira;fluminense  ;1;  brasiliense;1;e;e
34;20h30;25/10/2005 ; terca;2005;couto pereira;coritiba  ;0;  cruzeiro;3;d;v
34;20h30;25/10/2005 ; terca;2005;serra dourada;goias  ;0;  internacional;1;d;v
34;20h30;26/10/2005 ; quarta;2005;mineirao;atleticoMg  ;2;  fortaleza;3;d;v
34;20h30;26/10/2005 ; quarta;2005;parque antartica;palmeiras  ;2;  figueirense;2;e;e
34;21h45;26/10/2005 ; quarta;2005;sao januario;vasco  ;1;  santos;3;d;v
34;21h45;26/10/2005 ; quarta;2005;alfredo jaconi;juventude  ;2;  flamengo;2;e;e
34;20h30;27/10/2005 ; quinta;2005;morumbi;sao paulo  ;1;  brasiliense;2;d;v
34;20h30;27/10/2005 ; quinta;2005;raulino de oliveira;fluminense  ;4;  athleticoPr;1;v;d
34;20h30;27/10/2005 ; quinta;2005;mangueirao;paysandu  ;0;  corinthians;2;d;v
34;20h30;27/10/2005 ; quinta;2005;moises lucarelli;ponte preta  ;0;  botafogo;1;d;v
34;16h00;28/10/2005 ; sexta;2005;pinheirao;parana  ;1;  sao caetano;3;d;v
21;20h30;28/10/2005 ; sexta;2005;beira rio;internacional  ;3;  coritiba;2;v;d
35;16h00;29/10/2005 ; sabado;2005;orlando scarpelli;figueirense  ;4;  juventude;3;v;d
35;17h00;29/10/2005 ; sabado;2005;castelao;fortaleza  ;1;  goias;1;e;e
35;16h00;30/10/2005 ; domingo;2005;mineirao;atleticoMg  ;1;  palmeiras;3;d;v
35;16h00;30/10/2005 ; domingo;2005;parque antartica*(pf);santos  ;1;  cruzeiro;2;d;v
35;16h00;30/10/2005 ; domingo;2005;arena da baixada; athleticoPr  ;2;  parana;1;v;d
35;16h00;30/10/2005 ; domingo;2005;pacaembu;corinthians  ;1;  vasco;1;e;e
35;18h10;30/10/2005 ; domingo;2005;anacleto campanella;sao caetano  ;0;  sao paulo;1;d;v
35;18h10;30/10/2005 ; domingo;2005;raulino de oliveira;fluminense  ;4;  ponte preta;3;v;d
35;18h10;30/10/2005 ; domingo;2005;boca do jacare;brasiliense  ;0;  botafogo;0;e;e
35;20h30;31/10/2005 ; segunda;2005;beira rio;internacional  ;1;  paysandu;0;v;d
35;20h30;31/10/2005 ; segunda;2005;luso brasileiro;flamengo  ;2;  coritiba;1;v;d
36;20h30;02/11/2005 ; quarta;2005;morumbi;sao paulo  ;2;  atleticoMg;2;e;e
36;20h30;02/11/2005 ; quarta;2005;alfredo jaconi;juventude  ;2;  fortaleza;0;v;d
36;21h45;02/11/2005 ; quarta;2005;moises lucarelli;ponte preta  ;2;  santos;1;v;d
36;21h45;02/11/2005 ; quarta;2005;mineirao;cruzeiro  ;2;  corinthians;1;v;d
36;21h45;02/11/2005 ; quarta;2005;serra dourada;goias  ;1;  fluminense;2;d;v
36;19h30;03/11/2005 ; quinta;2005;couto pereira;coritiba  ;4;  figueirense;1;v;d
36;20h30;03/11/2005 ; quinta;2005;parque antartica;palmeiras  ;0;  flamengo;1;d;v
36;20h30;03/11/2005 ; quinta;2005;sao januario;vasco  ;2;  athleticoPr;1;v;d
36;20h30;03/11/2005 ; quinta;2005;luso brasileiro;botafogo  ;1;  sao caetano;0;v;d
36;20h30;03/11/2005 ; quinta;2005;olimpico regional;parana  ;3;  internacional;1;v;d
36;21h30;03/11/2005 ; quinta;2005;mangueirao;paysandu  ;2;  brasiliense;1;v;d
37;16h00;05/11/2005 ; sabado;2005;morumbi;sao paulo  ;3;  juventude;1;v;d
37;18h10;05/11/2005 ; sabado;2005;castelao;fortaleza  ;3;  cruzeiro;1;v;d
37;16h00;06/11/2005 ; domingo;2005;raulino de oliveira;flamengo  ;3;  botafogo;1;v;d
37;16h00;06/11/2005 ; domingo;2005;anacleto campanella;sao caetano  ;1;  vasco;2;d;v
37;16h00;06/11/2005 ; domingo;2005;pacaembu;corinthians  ;7;  santos;1;v;d
37;16h00;06/11/2005 ; domingo;2005;beira rio;internacional  ;2;  ponte preta;1;v;d
37;16h00;06/11/2005 ; domingo;2005;pinheirao;parana  ;2;  paysandu;0;v;d
37;18h10;06/11/2005 ; domingo;2005;mineirao;atleticoMg  ;1;  goias;2;d;v
37;18h10;06/11/2005 ; domingo;2005;sao januario;fluminense  ;2;  figueirense;0;v;d
37;18h10;06/11/2005 ; domingo;2005;arena da baixada; athleticoPr  ;4;  palmeiras;0;v;d
37;18h10;06/11/2005 ; domingo;2005;boca do jacare;brasiliense  ;1;  coritiba;1;e;e
38;18h10;12/11/2005 ; sabado;2005;pacaembu;palmeiras  ;2;  sao paulo;1;v;d
38;18h10;12/11/2005 ; sabado;2005;luso brasileiro;botafogo  ;2;  parana;0;v;d
38;18h10;12/11/2005 ; sabado;2005;mangueirao;paysandu  ;0;  atleticoMg;2;d;v
38;18h10;12/11/2005 ; sabado;2005;orlando scarpelli;figueirense  ;1;  fortaleza;0;v;d
38;16h00;13/11/2005 ; domingo;2005;serra dourada;goias  ;4;  athleticoPr;2;v;d
38;16h00;13/11/2005 ; domingo;2005;moises lucarelli;ponte preta  ;2;  flamengo;2;e;e
38;16h00;13/11/2005 ; domingo;2005;couto pereira;coritiba  ;0;  corinthians;1;d;v
38;18h10;13/11/2005 ; domingo;2005;sao januario;vasco  ;2;  fluminense;0;v;d
38;18h10;13/11/2005 ; domingo;2005;mineirao;cruzeiro  ;1;  brasiliense;0;v;d
38;18h10;13/11/2005 ; domingo;2005;centenario*(pf);juventude  ;3;  sao caetano;1;v;d
38;18h10;13/11/2005 ; domingo;2005;a.campanella*(pf);santos  ;0;  internacional;4;d;v
39;19h30;16/11/2005 ; quarta;2005;parque antartica;palmeiras  ;3;  juventude;2;v;d
39;19h30;16/11/2005 ; quarta;2005;luso brasileiro;flamengo  ;3;  fortaleza;0;v;d
39;20h30;16/11/2005 ; quarta;2005;serra dourada;goias  ;3;  sao paulo;0;v;d
39;20h30;16/11/2005 ; quarta;2005;beira rio;internacional  ;1;  brasiliense;0;v;d
39;21h45;16/11/2005 ; quarta;2005;anacleto campanella;sao caetano  ;1;  corinthians;0;v;d
39;21h45;16/11/2005 ; quarta;2005;pacaembu*(pf);santos  ;0;  parana;0;e;e
39;21h45;16/11/2005 ; quarta;2005;orlando scarpelli;figueirense  ;5;  vasco;1;v;d
39;20h30;17/11/2005 ; quinta;2005;mangueirao;paysandu  ;2;  botafogo;0;v;d
39;20h30;17/11/2005 ; quinta;2005;couto pereira;coritiba  ;2;  ponte preta;1;v;d
39;20h30;17/11/2005 ; quinta;2005;mineirao;cruzeiro  ;1;  athleticoPr;2;d;v
39;20h30;17/11/2005 ; quinta;2005;raulino de oliveira;fluminense  ;0;  atleticoMg;2;d;v
40;16h00;19/11/2005 ; sabado;2005;morumbi;sao paulo  ;4;  figueirense;2;v;d
40;16h00;19/11/2005 ; sabado;2005;alfredo jaconi;juventude  ;2;  goias;1;v;d
40;18h10;19/11/2005 ; sabado;2005;mane garrincha;brasiliense  ;1;  santos;0;v;d
40;16h00;20/11/2005 ; domingo;2005;pinheirao;parana  ;0;  flamengo;1;d;v
40;16h00;20/11/2005 ; domingo;2005;pacaembu;corinthians  ;1;  internacional;1;e;e
40;16h00;20/11/2005 ; domingo;2005;arena da baixada; athleticoPr  ;2;  sao caetano;2;e;e
40;16h00;20/11/2005 ; domingo;2005;sao januario;vasco  ;4;  paysandu;0;v;d
40;16h00;20/11/2005 ; domingo;2005;mineirao;atleticoMg  ;1;  coritiba;0;v;d
40;18h10;20/11/2005 ; domingo;2005;castelao;fortaleza  ;5;  fluminense;1;v;d
40;18h10;20/11/2005 ; domingo;2005;moises lucarelli;ponte preta  ;2;  palmeiras;6;d;v
40;18h10;20/11/2005 ; domingo;2005;luso brasileiro;botafogo  ;2;  cruzeiro;1;v;d
41;16h00;27/11/2005 ; domingo;2005;mineirao;atleticoMg  ;0;  vasco;0;e;e
41;16h00;27/11/2005 ; domingo;2005;boca do jacare;brasiliense  ;0;  figueirense;2;d;v
41;16h00;27/11/2005 ; domingo;2005;arena da baixada; athleticoPr  ;3;  paysandu;2;v;d
41;16h00;27/11/2005 ; domingo;2005;anacleto campanella;sao caetano  ;1;  coritiba;1;e;e
41;16h00;27/11/2005 ; domingo;2005;beira rio;internacional  ;2;  palmeiras;1;v;d
41;16h00;27/11/2005 ; domingo;2005;pinheirao;parana  ;2;  cruzeiro;0;v;d
41;16h00;27/11/2005 ; domingo;2005;raulino de oliveira;fluminense  ;1;  juventude;2;d;v
41;16h00;27/11/2005 ; domingo;2005;pacaembu;corinthians  ;3;  ponte preta;1;v;d
41;16h00;27/11/2005 ; domingo;2005;castelao;fortaleza  ;1;  sao paulo;0;v;d
41;16h00;27/11/2005 ; domingo;2005;luso brasileiro;flamengo  ;0;  goias;0;e;e
41;16h00;27/11/2005 ; domingo;2005;vila belmiro;santos  ;2;  botafogo;1;v;d
42;16h00;04/12/2005 ; domingo;2005;morumbi;sao paulo  ;3;  athleticoPr;1;v;d
42;16h00;04/12/2005 ; domingo;2005;mangueirao;paysandu  ;1;  flamengo;4;d;v
42;16h00;04/12/2005 ; domingo;2005;orlando scarpelli;figueirense  ;3;  santos;1;v;d
42;16h00;04/12/2005 ; domingo;2005;moises lucarelli;ponte preta  ;3;  brasiliense;1;v;d
42;16h00;04/12/2005 ; domingo;2005;sao januario;vasco  ;3;  parana;1;v;d
42;16h00;04/12/2005 ; domingo;2005;couto pereira;coritiba  ;1;  internacional;0;v;d
42;16h00;04/12/2005 ; domingo;2005;parque antartica;palmeiras  ;3;  fluminense;2;v;d
42;16h00;04/12/2005 ; domingo;2005;alfredo jaconi;juventude  ;1;  atleticoMg;3;d;v
42;16h00;04/12/2005 ; domingo;2005;mineirao;cruzeiro  ;1;  sao caetano;3;d;v
42;16h00;04/12/2005 ; domingo;2005;luso brasileiro;botafogo  ;2;  fortaleza;0;v;d
42;16h00;04/12/2005 ; domingo;2005;serra dourada;goias  ;3;  corinthians;2;v;d
1;18h10;15/04/2006 ; sabado;2006;alfredo jaconi;juventude ;1; parana ;0;v;d
1;18h10;15/04/2006 ; sabado;2006;sao januario;vasco ;1; internacional ;1;e;e
1;16h00;16/04/2006 ; domingo;2006;morumbi;sao paulo ;1; flamengo ;0;v;d
1;16h00;16/04/2006 ; domingo;2006;olimpico;gremio ;2; corinthians ;0;v;d
1;16h00;16/04/2006 ; domingo;2006;maracana;botafogo ;1; fortaleza ;0;v;d
1;16h00;16/04/2006 ; domingo;2006;anacleto campanella;sao caetano ;2; cruzeiro ;1;v;d
1;18h10;16/04/2006 ; domingo;2006;parque antartica;palmeiras ;2; ponte preta ;3;d;v
1;18h10;16/04/2006 ; domingo;2006;arruda;santa cruz ;0; figueirense ;0;e;e
1;18h10;16/04/2006 ; domingo;2006;kyocera arena;athleticoPr ;1; fluminense ;2;d;v
1;18h10;16/04/2006 ; domingo;2006;serra dourada;goias ;0; santos ;0;e;e
2;16h00;22/04/2006 ; sabado;2006;pacaembu;corinthians ;3; sao caetano ;0;v;d
2;18h10;22/04/2006 ; sabado;2006;maracana;fluminense ;1; goias ;0;v;d
2;18h10;22/04/2006 ; sabado;2006;orlando scarpelli;figueirense ;6; palmeiras ;1;v;d
2;16h00;23/04/2006 ; domingo;2006;beira rio;internacional ;1; santa cruz ;0;v;d
2;16h00;23/04/2006 ; domingo;2006;papa j.paulo ii (*pf);santos ;2; athleticoPr ;0;v;d
2;16h00;23/04/2006 ; domingo;2006;moises lucarelli;ponte preta ;1; vasco ;2;d;v
2;16h00;23/04/2006 ; domingo;2006;maracana;flamengo ;3; juventude ;1;v;d
2;18h10;23/04/2006 ; domingo;2006;mineirao;cruzeiro ;3; gremio ;1;v;d
2;18h10;23/04/2006 ; domingo;2006;pinheirao;parana ;0; botafogo ;0;e;e
2;18h10;23/04/2006 ; domingo;2006;castelao;fortaleza ;1; sao paulo ;0;v;d
3;16h00;29/04/2006 ; sabado;2006;castelao;fortaleza ;2; sao caetano ;1;v;d
3;18h10;29/04/2006 ; sabado;2006;maracana;botafogo ;0; athleticoPr ;4;d;v
3;18h10;29/04/2006 ; sabado;2006;morumbi;sao paulo ;4; santa cruz ;0;v;d
3;16h00;30/04/2006 ; domingo;2006;moises lucarelli;ponte preta ;3; corinthians ;2;v;d
3;16h00;30/04/2006 ; domingo;2006;beira rio;internacional ;1; flamengo ;0;v;d
3;16h00;30/04/2006 ; domingo;2006;pinheirao;parana ;5; gremio ;2;v;d
3;16h00;30/04/2006 ; domingo;2006;parque antartica;palmeiras ;1; santos ;2;d;v
3;18h10;30/04/2006 ; domingo;2006;sao januario;vasco ;1; fluminense ;1;e;e
3;18h10;30/04/2006 ; domingo;2006;alfredo jaconi;juventude ;1; goias ;1;e;e
3;18h10;30/04/2006 ; domingo;2006;orlando scarpelli;figueirense ;0; cruzeiro ;2;d;v
4 ;16h00;06/05/2006 ; sabado;2006;arruda;santa cruz ;1; ponte preta ;1;e;e
4 ;18h10;06/05/2006 ; sabado;2006;maracana;fluminense ;2; parana ;1;v;d
4 ;18h10;06/05/2006 ; sabado;2006;bruno j.daniel (*pf);santos ;2; fortaleza ;0;v;d
4 ;16h00;07/05/2006 ; domingo;2006;olimpico;gremio ;1; vasco ;2;d;v
4 ;16h00;07/05/2006 ; domingo;2006;anacleto campanella;sao caetano ;2; palmeiras ;0;v;d
4 ;16h00;07/05/2006 ; domingo;2006;kyocera arena;athleticoPr ;1; internacional ;2;d;v
4 ;16h00;07/05/2006 ; domingo;2006;teixeirao;corinthians ;1; sao paulo ;3;d;v
4 ;18h10;07/05/2006 ; domingo;2006;maracana;flamengo ;1; botafogo ;0;v;d
4 ;18h10;07/05/2006 ; domingo;2006;serra dourada;goias ;2; figueirense ;1;v;d
4 ;18h10;07/05/2006 ; domingo;2006;mineirao;cruzeiro ;2; juventude ;0;v;d
5 ;18h10;13/05/2006 ; sabado;2006;anacleto campanella;sao caetano ;0; juventude ;2;d;v
5 ;18h10;13/05/2006 ; sabado;2006;maracana;botafogo ;2; gremio ;2;e;e
5 ;18h10;13/05/2006 ; sabado;2006;vila belmiro;santos ;3; ponte preta ;1;v;d
5 ;16h00;14/05/2006 ; domingo;2006;arruda;santa cruz ;1; athleticoPr ;2;d;v
5 ;16h00;14/05/2006 ; domingo;2006;beira rio;internacional ;3; sao paulo ;1;v;d
5 ;16h00;14/05/2006 ; domingo;2006;orlando scarpelli;figueirense ;1; fluminense ;0;v;d
5 ;16h00;14/05/2006 ; domingo;2006;parque antartica;palmeiras ;1; cruzeiro ;1;e;e
5 ;18h10;14/05/2006 ; domingo;2006;maracana;flamengo ;0; fortaleza ;0;e;e
5 ;18h10;14/05/2006 ; domingo;2006;willie davids;parana ;1; corinthians ;2;d;v
5 ;18h10;14/05/2006 ; domingo;2006;serra dourada;goias ;2; vasco ;0;v;d
6 ;16h00;20/05/2006 ; sabado;2006;kyocera arena;athleticoPr ;2; goias ;3;d;v
6 ;16h00;20/05/2006 ; sabado;2006;castelao;fortaleza ;1; parana ;1;e;e
6 ;18h10;20/05/2006 ; sabado;2006;beira rio;internacional ;2; figueirense ;4;d;v
6 ;18h10;20/05/2006 ; sabado;2006;morumbi;sao paulo ;1; sao caetano ;0;v;d
6 ;16h00;21/05/2006 ; domingo;2006;parque antartica;palmeiras ;2; santa cruz ;1;v;d
6 ;16h00;21/05/2006 ; domingo;2006;mineirao;cruzeiro ;2; flamengo ;1;v;d
6 ;16h00;21/05/2006 ; domingo;2006;sao januario;vasco ;2; corinthians ;4;d;v
6 ;18h10;21/05/2006 ; domingo;2006;moises lucarelli;ponte preta ;1; gremio ;1;e;e
6 ;18h10;21/05/2006 ; domingo;2006;maracana;fluminense ;1; santos ;0;v;d
6 ;18h10;21/05/2006 ; domingo;2006;alfredo jaconi;juventude ;1; botafogo ;0;v;d
7 ;19h30;24/05/2006 ; quarta;2006;mineirao;cruzeiro ;5; ponte preta ;1;v;d
7 ;19h30;24/05/2006 ; quarta;2006;pinheirao;parana ;0; figueirense ;0;e;e
7 ;19h30;24/05/2006 ; quarta;2006;alfredo jaconi;juventude ;4; santa cruz ;1;v;d
